312304809,103
251319426,89
262398320,121
268384326,126
275482093,119
339789330,103
307408545,106
252908447,90
275254610,110
237755587,124
283527076,103
240211386,124
273448181,97
262329485,101
277932184,101
239923224,99
297885016,107
382995021,111
259403372,123
339443312,0
432525951,0
396667988,0
364830353,0
456412596,0
528541226,0
372995151,0
385653682,0
311720698,0
445037828,0
394011032,0
827814569,41
838222967,41
822368421,41
104712041,103
76452599,102
177746178,73
168463611,73
233426704,181
107956385,181
290613193,19
190403655,19
268168409,38
283446712,39
259000259,38
170415814,123
158906721,124
634115409,37
99502487,147
132502981,144
167672702,109
215517241,105
54734537,89
120048019,87
47915668,46
40176777,48
102312257,13
318775900,212
300661455,214
148148148,195
159821000,192
206440957,193
157059839,312
231213872,315
155763239,308
181028240,306
137193030,306
194476857,311
166972783,313
204624514,309
209336403,314
145116819,310
184128153,315
250689395,312
195541650,306
152695067,307
167700821,315
138159712,308
160256410,313
194439043,310
148654675,313
133725595,314
188643652,304
150308131,308
161264312,310
112321689,312
160487883,24
166638893,314
187160771,303
177683013,303
161995788,314
195656427,312
181028240,314
249500998,300
192938452,302
144948543,304
171232876,312
166057788,312
163452108,315
150489089,303
152881822,307
202224469,303
205634382,308
147994672,307
157257430,310
183284457,304
184979652,302
204457166,307
213401621,305
163212012,310
179243592,309
125992188,309
217627856,306
146092037,311
158453493,307
173100225,313
196540880,309
184365781,307
157853196,303
198294665,300
213128729,309
197472353,315
169491525,302
185528756,313
194817845,314
179888469,300
195121951,303
244917952,315
147470874,307
210925964,304
139977603,308
166472448,313
193685841,304
231642344,306
226860254,308
213492741,309
197316495,313
199760287,301
142918393,307
173250173,303
169376693,300
176397953,312
157480314,313
165837479,315
166030217,312
187090739,303
115141047,313
231427910,308
159210316,304
155763239,309
194476857,312
226142017,313
136724090,313
172741406,310
137912012,312
185322461,304
156298843,302
154798761,301
168719419,312
216122757,302
177556818,306
178603322,313
191314329,170
296208530,314
183318056,306
175407823,308
183891136,309
172980453,312
159642401,310
168208578,302
215192597,306
194439043,313
172950536,302
117702448,309
177116542,312
221827861,300
232937339,303
167084377,312
172413793,306
238549618,301
216543958,312
165043736,303
200240288,308
231481481,314
142775556,301
125976316,309
180701120,308
163853842,301
247708694,304
205761316,312
183150183,302
176865935,308
163078930,305
229779411,309
207339829,304
164989275,308
247402276,314
213265088,314
150647785,309
272479564,307
181455271,314
162022034,306
142247510,300
197355437,309
180635838,308
239923224,305
163612565,300
280426247,305
169664065,306
188182160,307
153491941,54
209995800,311
165398610,310
141442715,313
177525297,303
201612903,305
165727543,311
197160883,302
270562770,309
178922884,298
186741363,314
220896841,309
186636804,303
208463623,309
210570646,302
152091254,302
176709666,301
253292806,310
181620050,300
179243592,302
172413793,315
167616493,300
179211469,312
151011778,308
237699072,301
171909919,311
196540880,312
209205020,300
247831474,309
157529930,302
212269157,310
152881822,304
215007525,312
198649185,302
